"Date","Daily minimum temperatures in Melbourne, Australia, 1981-1990"
"2016-05-13",107.9
"2016-05-14",108.0
"2016-05-15",107.9
"2016-05-16",103.2
"2016-05-17",106.7
"2016-05-18",105.3
"2016-05-19",110.1
"2016-05-20",109.9
"2016-05-21",107.0
"2016-05-22",101.1
"2016-05-23",105.5
"2016-05-24",104.8
"2016-05-25",106.8
"2016-05-26",104.4
"2016-05-27",106.1
"2016-05-28",104.5
"2016-05-29",108.6
"2016-05-30",106.3
"2016-05-31",104.3
"2016-06-01",105.9
"2016-06-02",101.6
"2016-06-03",99.9
"2016-06-04",97.8
"2016-06-05",101.6
"2016-06-06",99.9
"2016-06-07",97.8
"2016-06-08",98.9
"2016-06-09",108.6
"2016-06-10",103.8
"2016-06-11",101.4
"2016-06-12",98.9
"2016-06-13",103.8
"2016-06-14",101.4
"2016-06-15",98.9
"2016-06-16",97.3
"2016-06-17",101.4
"2016-06-18",98.9
"2016-06-19",97.3
"2016-06-20",97.5
"2016-06-21",98.9
"2016-06-22",97.3
"2016-06-23",97.5
"2016-06-24",98.6
"2016-06-25",97.3
"2016-06-26",97.5
"2016-06-27",98.6
"2016-06-28",98.5
"2016-06-29",97.5
"2016-06-30",98.6
"2016-07-01",98.5
"2016-07-02",97.9
"2016-07-03",97.9
"2016-07-04",103.0
"2016-07-05",99.1
"2016-07-06",97.9
"2016-07-07",110.8
"2016-07-08",102.7
"2016-07-09",100.6
"2016-07-10",98.5
"2016-07-11",102.7
"2016-07-12",100.6
"2016-07-13",98.5
"2016-07-14",98.5
"2016-07-15",99.7
"2016-07-16",100.6
"2016-07-17",101.0
"2016-07-18",98.9
"2016-07-19",101.7
"2016-07-20",101.4
"2016-07-21",100.7
"2016-07-22",97.9
"2016-07-23",103.3
"2016-07-24",100.2
"2016-07-25",99.4
"2016-07-26",98.7
"2016-07-27",107.8
"2016-07-28",106.5
"2016-07-29",100.1
"2016-07-30",98.3
"2016-07-31",106.5
"2016-08-01",100.1
"2016-08-02",98.3
"2016-08-03",96.9
"2016-08-04",100.1
"2016-08-05",98.3
"2016-08-06",96.9
"2016-08-07",97.4
"2016-08-08",98.3
"2016-08-09",96.9
"2016-08-10",97.4
"2016-08-11",99.0
"2016-08-12",97.4
"2016-08-13",99.0
"2016-08-14",101.1
"2016-08-15",98.3
"2016-08-16",98.3
"2016-08-17",101.1
"2016-08-18",102.0
"2016-08-19",97.7
"2016-08-20",101.9
"2016-08-21",101.6
"2016-08-22",99.7
"2016-08-23",95.0
"2016-08-24",101.6
"2016-08-25",99.7
"2016-08-26",95.0
"2016-08-27",96.3
"2016-08-28",99.7
"2016-08-29",95.0
"2016-08-30",96.3
"2016-08-31",95.3
"2016-09-01",95.0
"2016-09-02",96.3
"2016-09-03",95.3
"2016-09-04",98.3
"2016-09-05",96.3
"2016-09-06",95.3
"2016-09-07",98.3
"2016-09-08",95.0
"2016-09-09",98.3
"2016-09-10",95.0
"2016-09-11",99.2
"2016-09-12",96.7
"2016-09-13",95.0
"2016-09-14",99.2
"2016-09-15",96.7
"2016-09-16",99.0
"2016-09-17",96.7
"2016-09-18",99.0
"2016-09-19",100.4
"2016-09-20",98.4
"2016-09-21",99.0
"2016-09-22",100.4
"2016-09-23",98.4
"2016-09-24",97.1
"2016-09-25",97.1
"2016-09-26",104.2
"2016-09-27",101.7
"2016-09-28",98.6
"2016-09-29",104.2
"2016-09-30",101.7
"2016-10-01",98.6
"2016-10-02",97.1
"2016-10-03",101.7
"2016-10-04",98.6
"2016-10-05",97.1
"2016-10-06",98.8
"2016-10-07",98.6
"2016-10-08",97.1
"2016-10-09",98.8
"2016-10-10",96.8
"2016-10-11",96.8
"2016-10-12",100.9
"2016-10-13",103.8
"2016-10-14",97.8
"2016-10-15",100.9
"2016-10-16",103.8
"2016-10-17",97.8
"2016-10-18",98.9
"2016-10-19",103.8
"2016-10-20",97.8
"2016-10-21",98.9
"2016-10-22",96.9
"2016-10-23",97.8
"2016-10-24",98.9
"2016-10-25",96.9
"2016-10-26",95.5
"2016-10-27",102.3
"2016-10-28",103.1
"2016-10-29",101.2
"2016-10-30",98.6
"2016-10-31",101.2
"2016-11-01",98.6
"2016-11-02",99.8
"2016-11-03",97.5
"2016-11-04",107.4
"2016-11-05",104.1
"2016-11-06",99.4
"2016-11-07",98.2
"2016-11-08",102.3
"2016-11-09",107.2
"2016-11-10",100.9
"2016-11-11",98.6
"2016-11-12",101.1
"2016-11-13",104.9
"2016-11-14",101.9
"2016-11-15",98.1
"2016-11-16",104.9
"2016-11-17",101.9
"2016-11-18",98.1
"2016-11-19",98.9
"2016-11-20",101.1
"2016-11-21",104.7
"2016-11-22",101.1
"2016-11-23",98.8
"2016-11-24",102.3
"2016-11-25",100.2
"2016-11-26",101.6
"2016-11-27",98.7
"2016-11-28",100.2
"2016-11-29",101.6
"2016-11-30",98.7
"2016-12-01",109.5
"2016-12-02",109.9
"2016-12-03",111.9
"2016-12-04",111.9
"2016-12-05",110.1
"2016-12-06",106.8
"2016-12-07",106.7
"2016-12-08",109.1
"2016-12-09",113.6
"2016-12-10",108.2
"2016-12-11",111.9
"2016-12-12",109.1
"2016-12-13",107.7
"2016-12-14",105.8
"2016-12-15",109.2
"2016-12-16",110.9
"2016-12-17",112.7
"2016-12-18",113.3
"2016-12-19",108.7
"2016-12-20",107.4
"2016-12-21",108.9
"2016-12-22",108.3
"2016-12-23",105.8
"2016-12-24",107.7
"2016-12-25",107.3
"2016-12-26",111.5
"2016-12-27",108.2
"2016-12-28",109.3
"2016-12-29",112.4
"2016-12-30",110.8
"2016-12-31",112.3
"2017-01-01",111.3
"2017-01-02",108.0
"2017-01-03",108.9
"2017-01-04",108.0
"2017-01-05",105.2
"2017-01-06",108.6
"2017-01-07",109.2
"2017-01-08",112.4
"2017-01-09",115.6
"2017-01-10",111.5
"2017-01-11",109.7
"2017-01-12",109.9
"2017-01-13",113.8
"2017-01-14",110.0
"2017-01-15",108.2
"2017-01-16",109.8
"2017-01-17",110.0
"2017-01-18",109.3
"2017-01-19",110.6
"2017-01-20",110.3
"2017-01-21",111.7
"2017-01-22",110.6
"2017-01-23",111.6
"2017-01-24",113.9
"2017-01-25",112.8
"2017-01-26",113.3
"2017-01-27",113.8
"2017-01-28",116.4
"2017-01-29",113.6
"2017-01-30",112.1
"2017-01-31",110.2
"2017-02-01",109.9
"2017-02-02",110.2
"2017-02-03",108.4
"2017-02-04",113.9
"2017-02-05",107.7
"2017-02-06",107.4
"2017-02-07",108.5
"2017-02-08",109.7
"2017-02-09",112.3
"2017-02-10",109.2
"2017-02-11",109.1
"2017-02-12",108.8
"2017-02-13",110.5
"2017-02-14",111.8
"2017-02-15",111.7
"2017-02-16",110.4
"2017-02-17",111.8
"2017-02-18",105.5
"2017-02-19",106.8
"2017-02-20",109.0
"2017-02-21",112.9
"2017-02-22",113.9
"2017-02-23",116.1
"2017-02-24",117.4
"2017-02-25",115.7
"2017-02-26",115.9
"2017-02-27",115.0
"2017-02-28",112.7
"2017-03-01",114.9
"2017-03-02",115.5
"2017-03-03",109.5
"2017-03-04",106.3
"2017-03-05",104.6
"2017-03-06",103.4
"2017-03-07",106.4
"2017-03-08",105.2
"2017-03-09",107.5
"2017-03-10",103.8
"2017-03-11",103.1
"2017-03-12",101.4
"2017-03-13",103.2
"2017-03-14",110.9
"2017-03-15",107.2
"2017-03-16",105.6
"2017-03-17",106.7
"2017-03-18",107.2
"2017-03-19",108.0
"2017-03-20",107.3
"2017-03-21",107.0
"2017-03-22",108.1
"2017-03-23",108.0
"2017-03-24",112.6
"2017-03-25",109.3
"2017-03-26",113.7
"2017-03-27",109.6
"2017-03-28",105.8
"2017-03-29",106.6
"2017-03-30",104.7
"2017-03-31",105.8
"2017-04-01",106.2
"2017-04-02",102.9
"2017-04-03",103.7
"2017-04-04",104.7
"2017-04-05",103.4
"2017-04-06",107.1
"2017-04-07",108.0
"2017-04-08",104.9
"2017-04-09",103.2
"2017-04-10",101.8
"2017-04-11",103.1
"2017-04-12",106.4
"2017-04-13",104.7
"2017-04-14",105.3
"2017-04-15",103.8
"2017-04-16",107.9
"2017-04-17",106.2
"2017-04-18",106.8
"2017-04-19",110.5
"2017-04-20",112.2
"2017-04-21",104.0
"2017-04-22",106.6
"2017-04-23",103.8
"2017-04-24",100.4
"2017-04-25",104.8
"2017-04-26",100.7
"2017-04-27",100.6
"2017-04-28",103.1
"2017-04-29",103.2
"2017-04-30",101.0
"2017-05-01",104.1
"2017-05-02",107.6
"2017-05-03",104.9
"2017-05-04",101.7
"2017-05-05",101.8
"2017-05-06",111.4
"2017-05-07",111.3
"2017-05-08",107.2
"2017-05-09",104.4
"2017-05-10",107.2
"2017-05-11",111.4
"2017-05-12",109.4
"2017-05-13",109.4
"2017-05-14",108.4
"2017-05-15",104.8
"2017-05-16",102.7
"2017-05-17",107.2
"2017-05-18",103.7
"2017-05-19",99.2
"2017-05-20",102.0
"2017-05-21",100.8
"2017-05-22",105.8
"2017-05-23",103.9
"2017-05-24",102.2
"2017-05-25",103.6
"2017-05-26",101.8
"2017-05-27",98.7
"2017-05-28",100.2
"2017-05-29",100.2
"2017-05-30",98.4
"2017-05-31",99.2
"2017-06-01",105.9
"2017-06-02",101.6
"2017-06-03",99.9
"2017-06-04",97.8
"2017-06-05",101.6
"2017-06-06",99.9
"2017-06-07",97.8
"2017-06-08",98.9
"2017-06-09",108.6
"2017-06-10",103.8
"2017-06-11",101.4
"2017-06-12",98.9
"2017-06-13",103.8
"2017-06-14",101.4
"2017-06-15",98.9
"2017-06-16",97.3
"2017-06-17",101.4
"2017-06-18",98.9
"2017-06-19",97.3
"2017-06-20",97.5
"2017-06-21",98.9
"2017-06-22",97.3
"2017-06-23",97.5
"2017-06-24",98.6
"2017-06-25",97.3
"2017-06-26",97.5
"2017-06-27",98.6
"2017-06-28",98.5
"2017-06-29",97.5
"2017-06-30",98.6
"2017-07-01",98.5
"2017-07-02",97.9
"2017-07-03",97.9
"2017-07-04",103.0
"2017-07-05",99.1
"2017-07-06",97.9
"2017-07-07",110.8
"2017-07-08",102.7
"2017-07-09",100.6
"2017-07-10",98.5
"2017-07-11",102.7
"2017-07-12",100.6
"2017-07-13",98.5
"2017-07-14",98.5
"2017-07-15",99.7
"2017-07-16",100.6
"2017-07-17",101.0
"2017-07-18",98.9
"2017-07-19",101.7
"2017-07-20",101.4
"2017-07-21",100.7
"2017-07-22",97.9
"2017-07-23",103.3
"2017-07-24",100.2
"2017-07-25",99.4
"2017-07-26",98.7
"2017-07-27",107.8
"2017-07-28",106.5
"2017-07-29",100.1
"2017-07-30",98.3
"2017-07-31",106.5
"2017-08-01",100.1
"2017-08-02",98.3
"2017-08-03",96.9
"2017-08-04",100.1
"2017-08-05",98.3
"2017-08-06",96.9
"2017-08-07",97.4
"2017-08-08",98.3
"2017-08-09",96.9
"2017-08-10",97.4
"2017-08-11",99.0
"2017-08-12",97.4
"2017-08-13",99.0
"2017-08-14",101.1
"2017-08-15",98.3
"2017-08-16",98.3
"2017-08-17",101.1
"2017-08-18",102.0
"2017-08-19",97.7
"2017-08-20",101.9
"2017-08-21",101.6
"2017-08-22",99.7
"2017-08-23",95.0
"2017-08-24",101.6
"2017-08-25",99.7
"2017-08-26",95.0
"2017-08-27",96.3
"2017-08-28",99.7
"2017-08-29",95.0
"2017-08-30",96.3
"2017-08-31",95.3
"2017-09-01",95.0
"2017-09-02",96.3
"2017-09-03",95.3
"2017-09-04",98.3
"2017-09-05",96.3
"2017-09-06",95.3
"2017-09-07",98.3
"2017-09-08",95.0
"2017-09-09",98.3
"2017-09-10",95.0
"2017-09-11",99.2
"2017-09-12",96.7
"2017-09-13",95.0
"2017-09-14",99.2
"2017-09-15",96.7
"2017-09-16",99.0
"2017-09-17",96.7
"2017-09-18",99.0
"2017-09-19",100.4
"2017-09-20",98.4
"2017-09-21",99.0
"2017-09-22",100.4
"2017-09-23",98.4
"2017-09-24",97.1
"2017-09-25",97.1
"2017-09-26",104.2
"2017-09-27",101.7
"2017-09-28",98.6
"2017-09-29",104.2
"2017-09-30",101.7
"2017-10-01",98.6
"2017-10-02",97.1
"2017-10-03",101.7
"2017-10-04",98.6
"2017-10-05",97.1
"2017-10-06",98.8
"2017-10-07",98.6
"2017-10-08",97.1
"2017-10-09",98.8
"2017-10-10",96.8
"2017-10-11",96.8
"2017-10-12",100.9
"2017-10-13",103.8
"2017-10-14",97.8
"2017-10-15",100.9
"2017-10-16",103.8
"2017-10-17",97.8
"2017-10-18",98.9
"2017-10-19",103.8
"2017-10-20",97.8
"2017-10-21",98.9
"2017-10-22",96.9
"2017-10-23",97.8
"2017-10-24",98.9
"2017-10-25",96.9
"2017-10-26",95.5
"2017-10-27",102.3
"2017-10-28",103.1
"2017-10-29",101.2
"2017-10-30",98.6
"2017-10-31",101.2
"2017-11-01",98.6
"2017-11-02",99.8
"2017-11-03",97.5
"2017-11-04",107.4
"2017-11-05",104.1
"2017-11-06",99.4
"2017-11-07",98.2
"2017-11-08",102.3
"2017-11-09",107.2
"2017-11-10",100.9
"2017-11-11",98.6
"2017-11-12",101.1
"2017-11-13",104.9
"2017-11-14",101.9
"2017-11-15",98.1
"2017-11-16",104.9
"2017-11-17",101.9
"2017-11-18",98.1
"2017-11-19",98.9
"2017-11-20",101.1
"2017-11-21",104.7
"2017-11-22",101.1
"2017-11-23",98.8
"2017-11-24",102.3
"2017-11-25",100.2
"2017-11-26",101.6
"2017-11-27",98.7
"2017-11-28",100.2
"2017-11-29",101.6
"2017-11-30",98.7
"2017-12-01",110.3
"2017-12-02",110.5
"2017-12-03",112.8
"2017-12-04",109.1
"2017-12-05",110.8
"2017-12-06",108.3
"2017-12-07",109.4
"2017-12-08",110.2
"2017-12-09",107.3
"2017-12-10",108.9
"2017-12-11",113.3
"2017-12-12",113.7
"2017-12-13",113.8
"2017-12-14",109.3
"2017-12-15",109.7
"2017-12-16",109.9
"2017-12-17",109.4
"2017-12-18",108.2
"2017-12-19",108.5
"2017-12-20",109.0
"2017-12-21",112.5
"2017-12-22",106.9
"2017-12-23",108.2
"2017-12-24",105.8
"2017-12-25",107.8
"2017-12-26",111.3
"2017-12-27",109.8
"2017-12-28",108.7
"2017-12-29",111.8
"2017-12-30",110.3
"2017-12-31",115.4
"2018-01-01",108.8
"2018-01-02",108.6
"2018-01-03",108.5
"2018-01-04",111.3
"2018-01-05",112.1
"2018-01-06",108.0
"2018-01-07",111.3
"2018-01-08",114.9
"2018-01-09",114.1
"2018-01-10",114.2
"2018-01-11",113.0
"2018-01-12",111.7
"2018-01-13",113.6
"2018-01-14",111.7
"2018-01-15",115.1
"2018-01-16",113.8
"2018-01-17",109.4
"2018-01-18",109.4
"2018-01-19",112.0
"2018-01-20",114.2
"2018-01-21",112.9
"2018-01-22",116.8
"2018-01-23",111.4
"2018-01-24",111.0
"2018-01-25",111.9
"2018-01-26",107.9
"2018-01-27",107.7
"2018-01-28",107.0
"2018-01-29",107.7
"2018-01-30",107.3
"2018-01-31",109.2
"2018-02-01",112.3
"2018-02-02",114.3
"2018-02-03",112.5
"2018-02-04",113.6
"2018-02-05",114.8
"2018-02-06",113.8
"2018-02-07",110.8
"2018-02-08",109.5
"2018-02-09",109.4
"2018-02-10",105.8
"2018-02-11",104.3
"2018-02-12",106.6
"2018-02-13",109.4
"2018-02-14",111.3
"2018-02-15",111.2
"2018-02-16",110.5
"2018-02-17",111.8
"2018-02-18",111.5
"2018-02-19",111.6
"2018-02-20",114.2
"2018-02-21",111.0
"2018-02-22",109.2
"2018-02-23",113.1
"2018-02-24",111.6
"2018-02-25",108.8
"2018-02-26",110.8
"2018-02-27",112.0
"2018-02-28",109.8
"2018-03-01",109.5
"2018-03-02",110.0
"2018-03-03",109.8
"2018-03-04",109.2
"2018-03-05",107.0
"2018-03-06",107.0
"2018-03-07",110.4
"2018-03-08",108.6
"2018-03-09",109.2
"2018-03-10",112.8
"2018-03-11",104.8
"2018-03-12",105.3
"2018-03-13",105.2
"2018-03-14",102.5
"2018-03-15",106.2
"2018-03-16",103.8
"2018-03-17",107.3
"2018-03-18",104.7
"2018-03-19",103.7
"2018-03-20",105.1
"2018-03-21",106.4
"2018-03-22",107.8
"2018-03-23",113.8
"2018-03-24",109.5
"2018-03-25",102.2
"2018-03-26",107.6
"2018-03-27",105.4
"2018-03-28",106.0
"2018-03-29",110.1
"2018-03-30",107.1
"2018-03-31",109.3
"2018-04-01",109.2
"2018-04-02",107.1
"2018-04-03",107.2
"2018-04-04",106.3
"2018-04-05",110.5
"2018-04-06",106.6
"2018-04-07",110.2
"2018-04-08",105.1
"2018-04-09",106.9
"2018-04-10",113.1
"2018-04-11",109.0
"2018-04-12",105.7
"2018-04-13",103.3
"2018-04-14",103.7
"2018-04-15",103.2
"2018-04-16",106.5
"2018-04-17",109.7
"2018-04-18",104.5
"2018-04-19",102.7
"2018-04-20",105.3
"2018-04-21",103.7
"2018-04-22",105.1
"2018-04-23",104.6
"2018-04-24",103.2
"2018-04-25",100.8
"2018-04-26",104.1
"2018-04-27",110.7
"2018-04-28",107.6
"2018-04-29",102.1
"2018-04-30",104.6
"2018-05-01",103.2
"2018-05-02",104.6
"2018-05-03",105.8
"2018-05-04",106.7
"2018-05-05",104.5
"2018-05-06",103.5
"2018-05-07",107.5
"2018-05-08",105.6
"2018-05-09",104.6
"2018-05-10",101.3
"2018-05-11",101.1
"2018-05-12",99.8
"2018-05-13",108.7
"2018-05-14",108.1
"2018-05-15",107.0
"2018-05-16",107.7
"2018-05-17",105.1
"2018-05-18",99.7
"2018-05-19",101.0
"2018-05-20",100.0
"2018-05-21",106.7
"2018-05-22",98.6
"2018-05-23",96.0
"2018-05-24",97.9
"2018-05-25",98.5
"2018-05-26",104.3
"2018-05-27",100.3
"2018-05-28",108.7
"2018-05-29",109.0
"2018-05-30",104.0
"2018-05-31",102.0
"2018-06-01",105.9
"2018-06-02",101.6
"2018-06-03",99.9
"2018-06-04",97.8
"2018-06-06",101.6
"2018-06-07",99.9
"2018-06-08",97.8
"2018-06-09",98.9
"2018-06-11",108.6
"2018-06-12",103.8
"2018-06-13",101.4
"2018-06-14",98.9
"2018-06-15",103.8
"2018-06-16",101.4
"2018-06-17",98.9
"2018-06-18",97.3
"2018-06-19",101.4
"2018-06-20",98.9
